old_label,label,date
hCoV-19/Slovenia/4499/2020|EPI_ISL_635207|2020-03-05|1,hCoV-19/Slovenia/4499/2020|EPI_ISL_635207|2020-03-05|1,2020-03-05
hCoV-19/Belgium/rega-03121152/2020|EPI_ISL_738206|2020-03-12|1,hCoV-19/Belgium/rega-03121152/2020|EPI_ISL_738206|2020-03-12|1,2020-03-12
hCoV-19/Spain/AN-ISCIII-201272/2020|EPI_ISL_418243|2020-02-28|1,hCoV-19/Spain/AN-ISCIII-201272/2020|EPI_ISL_418243|2020-02-28|1,2020-02-28
hCoV-19/Slovenia/810/2020|EPI_ISL_635201|2020-03-07|1,hCoV-19/Slovenia/810/2020|EPI_ISL_635201|2020-03-07|1,2020-03-07
hCoV-19/Spain/AN-IBV-001989/2020|EPI_ISL_509624|2020-03-15|1,hCoV-19/Spain/AN-IBV-001989/2020|EPI_ISL_509624|2020-03-15|1,2020-03-15
hCoV-19/England/20118158504/2020|EPI_ISL_464985|2020-03-12|29,hCoV-19/England/20118158504/2020|EPI_ISL_464985|2020-03-12|29,2020-03-12
hCoV-19/England/LOND-D421E/2020|EPI_ISL_444103|2020-04-06|2,hCoV-19/England/LOND-D421E/2020|EPI_ISL_444103|2020-04-06|2,2020-04-06
hCoV-19/England/201160629/2020|EPI_ISL_464798|2020-03-10|1,hCoV-19/England/201160629/2020|EPI_ISL_464798|2020-03-10|1,2020-03-10
hCoV-19/England/20124097004/2020|EPI_ISL_465794|2020-03-13|1,hCoV-19/England/20124097004/2020|EPI_ISL_465794|2020-03-13|1,2020-03-13
hCoV-19/England/20124097102/2020|EPI_ISL_418734|2020-03-13|1,hCoV-19/England/20124097102/2020|EPI_ISL_418734|2020-03-13|1,2020-03-13
hCoV-19/Australia/QLD1128/2020|EPI_ISL_639745|2020-03-22|1,hCoV-19/Australia/QLD1128/2020|EPI_ISL_639745|2020-03-22|1,2020-03-22
hCoV-19/HongKong/HKU-200723-083/2020|EPI_ISL_497850|2020-03-15|1,hCoV-19/HongKong/HKU-200723-083/2020|EPI_ISL_497850|2020-03-15|1,2020-03-15
hCoV-19/England/CAMB-72CE7/2020|EPI_ISL_439991|2020-03-23|1,hCoV-19/England/CAMB-72CE7/2020|EPI_ISL_439991|2020-03-23|1,2020-03-23
hCoV-19/England/CAMB-7517C/2020|EPI_ISL_440420|2020-03-18|1,hCoV-19/England/CAMB-7517C/2020|EPI_ISL_440420|2020-03-18|1,2020-03-18
hCoV-19/Portugal/PT0705/2020|EPI_ISL_510964|2020-03-21|1,hCoV-19/Portugal/PT0705/2020|EPI_ISL_510964|2020-03-21|1,2020-03-21
hCoV-19/Ireland/D-NVRL-AIIDV0022v1/2020|EPI_ISL_644340|2020-04-02|3,hCoV-19/Ireland/D-NVRL-AIIDV0022v1/2020|EPI_ISL_644340|2020-04-02|3,2020-04-02
hCoV-19/Ireland/D-NVRL-AIIDV0149v2/2020|EPI_ISL_644248|2020-04-18|1,hCoV-19/Ireland/D-NVRL-AIIDV0149v2/2020|EPI_ISL_644248|2020-04-18|1,2020-04-18
hCoV-19/Ireland/D-NVRL-AIIDV0149v3/2020|EPI_ISL_644249|2020-04-20|1,hCoV-19/Ireland/D-NVRL-AIIDV0149v3/2020|EPI_ISL_644249|2020-04-20|1,2020-04-20
hCoV-19/England/20146021304/2020|EPI_ISL_466041|2020-04-01|1,hCoV-19/England/20146021304/2020|EPI_ISL_466041|2020-04-01|1,2020-04-01
hCoV-19/England/LOND-126085C/2020|EPI_ISL_524640|2020-04-05|1,hCoV-19/England/LOND-126085C/2020|EPI_ISL_524640|2020-04-05|1,2020-04-05
hCoV-19/Scotland/CVR139/2020|EPI_ISL_425682|2020-03-16|1,hCoV-19/Scotland/CVR139/2020|EPI_ISL_425682|2020-03-16|1,2020-03-16
hCoV-19/NewZealand/20VR2108/2020|EPI_ISL_456377|2020-04-15|2,hCoV-19/NewZealand/20VR2108/2020|EPI_ISL_456377|2020-04-15|2,2020-04-15
hCoV-19/USA/TX-HMH09/2020|EPI_ISL_434720|2020-03-15|1,hCoV-19/USA/TX-HMH09/2020|EPI_ISL_434720|2020-03-15|1,2020-03-15
hCoV-19/England/CAMB-1AC75B/2020|EPI_ISL_489478|2020-04-23|1,hCoV-19/England/CAMB-1AC75B/2020|EPI_ISL_489478|2020-04-23|1,2020-04-23
hCoV-19/England/CAMB-7341B/2020|EPI_ISL_440181|2020-03-20|1,hCoV-19/England/CAMB-7341B/2020|EPI_ISL_440181|2020-03-20|1,2020-03-20
hCoV-19/England/CAMB-79AD7/2020|EPI_ISL_433821|2020-03-27|1,hCoV-19/England/CAMB-79AD7/2020|EPI_ISL_433821|2020-03-27|1,2020-03-27
hCoV-19/Austria/CeMM0232/2020|EPI_ISL_438064|2020-03-18|1,hCoV-19/Austria/CeMM0232/2020|EPI_ISL_438064|2020-03-18|1,2020-03-18
hCoV-19/England/20146005604/2020|EPI_ISL_466016|2020-04-01|1,hCoV-19/England/20146005604/2020|EPI_ISL_466016|2020-04-01|1,2020-04-01
hCoV-19/England/CAMB-7962E/2020|EPI_ISL_441213|2020-04-03|2,hCoV-19/England/CAMB-7962E/2020|EPI_ISL_441213|2020-04-03|2,2020-04-03
hCoV-19/England/20139021104/2020|EPI_ISL_421880|2020-03-26|1,hCoV-19/England/20139021104/2020|EPI_ISL_421880|2020-03-26|1,2020-03-26
hCoV-19/England/NORW-E8CDD/2020|EPI_ISL_448300|2020-04-13|1,hCoV-19/England/NORW-E8CDD/2020|EPI_ISL_448300|2020-04-13|1,2020-04-13
hCoV-19/Australia/SAP257/2020|EPI_ISL_468010|2020-04-01|1,hCoV-19/Australia/SAP257/2020|EPI_ISL_468010|2020-04-01|1,2020-04-01
hCoV-19/Colombia/QUI-INS-79911/2020|EPI_ISL_456127|2020-03-15|1,hCoV-19/Colombia/QUI-INS-79911/2020|EPI_ISL_456127|2020-03-15|1,2020-03-15
hCoV-19/Spain/AN-IBV-001085/2020|EPI_ISL_452601|2020-03-27|1,hCoV-19/Spain/AN-IBV-001085/2020|EPI_ISL_452601|2020-03-27|1,2020-03-27
hCoV-19/Spain/NC-IBV-001377/2020|EPI_ISL_452524|2020-03-14|1,hCoV-19/Spain/NC-IBV-001377/2020|EPI_ISL_452524|2020-03-14|1,2020-03-14
hCoV-19/England/20118006904/2020|EPI_ISL_464880|2020-03-12|1,hCoV-19/England/20118006904/2020|EPI_ISL_464880|2020-03-12|1,2020-03-12
hCoV-19/England/20134021904/2020|EPI_ISL_423118|2020-03-23|1,hCoV-19/England/20134021904/2020|EPI_ISL_423118|2020-03-23|1,2020-03-23
hCoV-19/England/ALDP-9EE3AC/2020|EPI_ISL_589316|2020-05-06|1,hCoV-19/England/ALDP-9EE3AC/2020|EPI_ISL_589316|2020-05-06|1,2020-05-06
hCoV-19/England/CAMB-7707D/2020|EPI_ISL_425457|2020-04-01|1,hCoV-19/England/CAMB-7707D/2020|EPI_ISL_425457|2020-04-01|1,2020-04-01
hCoV-19/Australia/VIC385/2020|EPI_ISL_426692|2020-03-23|1,hCoV-19/Australia/VIC385/2020|EPI_ISL_426692|2020-03-23|1,2020-03-23
hCoV-19/Australia/VIC525/2020|EPI_ISL_426792|2020-03-24|1,hCoV-19/Australia/VIC525/2020|EPI_ISL_426792|2020-03-24|1,2020-03-24
hCoV-19/England/BRIS-18545B8/2020|EPI_ISL_492429|2020-03-10|1,hCoV-19/England/BRIS-18545B8/2020|EPI_ISL_492429|2020-03-10|1,2020-03-10
hCoV-19/England/OXON-B392F/2020|EPI_ISL_534894|2020-04-04|1,hCoV-19/England/OXON-B392F/2020|EPI_ISL_534894|2020-04-04|1,2020-04-04
hCoV-19/England/20108006802/2020|EPI_ISL_417254|2020-03-04|1,hCoV-19/England/20108006802/2020|EPI_ISL_417254|2020-03-04|1,2020-03-04
hCoV-19/England/201180067/2020|EPI_ISL_464879|2020-03-12|1,hCoV-19/England/201180067/2020|EPI_ISL_464879|2020-03-12|1,2020-03-12
hCoV-19/England/201100141/2020|EPI_ISL_464643|2020-03-08|1,hCoV-19/England/201100141/2020|EPI_ISL_464643|2020-03-08|1,2020-03-08
hCoV-19/England/201160048/2020|EPI_ISL_464780|2020-03-11|1,hCoV-19/England/201160048/2020|EPI_ISL_464780|2020-03-11|1,2020-03-11
hCoV-19/England/201161204/2020|EPI_ISL_464822|2020-03-11|1,hCoV-19/England/201161204/2020|EPI_ISL_464822|2020-03-11|1,2020-03-11
hCoV-19/England/SHEF-CD430/2020|EPI_ISL_432545|2020-04-05|1,hCoV-19/England/SHEF-CD430/2020|EPI_ISL_432545|2020-04-05|1,2020-04-05
hCoV-19/England/BRIS-131005/2020|EPI_ISL_501559|2020-03-25|1,hCoV-19/England/BRIS-131005/2020|EPI_ISL_501559|2020-03-25|1,2020-03-25
hCoV-19/England/CAMB-77FAD/2020|EPI_ISL_441789|2020-04-01|1,hCoV-19/England/CAMB-77FAD/2020|EPI_ISL_441789|2020-04-01|1,2020-04-01
hCoV-19/England/20172046004/2020|EPI_ISL_465350|2020-04-21|1,hCoV-19/England/20172046004/2020|EPI_ISL_465350|2020-04-21|1,2020-04-21
hCoV-19/England/MILK-957890/2020|EPI_ISL_553905|2020-06-09|2,hCoV-19/England/MILK-957890/2020|EPI_ISL_553905|2020-06-09|2,2020-06-09
hCoV-19/England/CAMB-783DD/2020|EPI_ISL_433728|2020-04-05|2,hCoV-19/England/CAMB-783DD/2020|EPI_ISL_433728|2020-04-05|2,2020-04-05
hCoV-19/England/CAMB-7DD8F/2020|EPI_ISL_442175|2020-04-07|1,hCoV-19/England/CAMB-7DD8F/2020|EPI_ISL_442175|2020-04-07|1,2020-04-07
hCoV-19/England/CAMB-79002/2020|EPI_ISL_441270|2020-04-03|1,hCoV-19/England/CAMB-79002/2020|EPI_ISL_441270|2020-04-03|1,2020-04-03
hCoV-19/England/CAMB-7DBA3/2020|EPI_ISL_441700|2020-04-06|1,hCoV-19/England/CAMB-7DBA3/2020|EPI_ISL_441700|2020-04-06|1,2020-04-06
hCoV-19/England/CAMB-7970D/2020|EPI_ISL_441148|2020-04-04|1,hCoV-19/England/CAMB-7970D/2020|EPI_ISL_441148|2020-04-04|1,2020-04-04
hCoV-19/England/CAMB-79D74/2020|EPI_ISL_440592|2020-04-02|1,hCoV-19/England/CAMB-79D74/2020|EPI_ISL_440592|2020-04-02|1,2020-04-02
hCoV-19/England/201140359/2020|EPI_ISL_464728|2020-03-11|1,hCoV-19/England/201140359/2020|EPI_ISL_464728|2020-03-11|1,2020-03-11
hCoV-19/England/CAMB-7531C/2020|EPI_ISL_440387|2020-03-13|1,hCoV-19/England/CAMB-7531C/2020|EPI_ISL_440387|2020-03-13|1,2020-03-13
hCoV-19/England/201360003/2020|EPI_ISL_423195|2020-03-24|1,hCoV-19/England/201360003/2020|EPI_ISL_423195|2020-03-24|1,2020-03-24
hCoV-19/England/NOTT-10E48D/2020|EPI_ISL_425550|2020-03-12|3,hCoV-19/England/NOTT-10E48D/2020|EPI_ISL_425550|2020-03-12|3,2020-03-12
hCoV-19/England/CAMB-7522E/2020|EPI_ISL_440422|2020-03-17|1,hCoV-19/England/CAMB-7522E/2020|EPI_ISL_440422|2020-03-17|1,2020-03-17
hCoV-19/England/CAMB-76B9B/2020|EPI_ISL_438265|2020-03-31|1,hCoV-19/England/CAMB-76B9B/2020|EPI_ISL_438265|2020-03-31|1,2020-03-31
hCoV-19/England/CAMB-7E36E/2020|EPI_ISL_524560|2020-04-07|1,hCoV-19/England/CAMB-7E36E/2020|EPI_ISL_524560|2020-04-07|1,2020-04-07
hCoV-19/England/SHEF-C15B1/2020|EPI_ISL_432725|2020-03-20|3,hCoV-19/England/SHEF-C15B1/2020|EPI_ISL_432725|2020-03-20|3,2020-03-20
hCoV-19/England/SHEF-C56BA/2020|EPI_ISL_432805|2020-04-02|1,hCoV-19/England/SHEF-C56BA/2020|EPI_ISL_432805|2020-04-02|1,2020-04-02
hCoV-19/England/NORT-284460/2020|EPI_ISL_488674|2020-03-20|1,hCoV-19/England/NORT-284460/2020|EPI_ISL_488674|2020-03-20|1,2020-03-20
hCoV-19/England/NORT-298706/2020|EPI_ISL_488070|2020-04-22|1,hCoV-19/England/NORT-298706/2020|EPI_ISL_488070|2020-04-22|1,2020-04-22
hCoV-19/England/SHEF-C9294/2020|EPI_ISL_432468|2020-04-02|1,hCoV-19/England/SHEF-C9294/2020|EPI_ISL_432468|2020-04-02|1,2020-04-02
hCoV-19/England/SHEF-D1536/2020|EPI_ISL_432630|2020-04-02|1,hCoV-19/England/SHEF-D1536/2020|EPI_ISL_432630|2020-04-02|1,2020-04-02
hCoV-19/Australia/NSW2046/2020|EPI_ISL_500617|2020-03-20|1,hCoV-19/Australia/NSW2046/2020|EPI_ISL_500617|2020-03-20|1,2020-03-20
hCoV-19/England/BRIS-12EEB6/2020|EPI_ISL_488322|2020-04-22|1,hCoV-19/England/BRIS-12EEB6/2020|EPI_ISL_488322|2020-04-22|1,2020-04-22
hCoV-19/England/BRIS-127F50/2020|EPI_ISL_469728|2020-04-18|1,hCoV-19/England/BRIS-127F50/2020|EPI_ISL_469728|2020-04-18|1,2020-04-18
hCoV-19/England/BRIS-12321F/2020|EPI_ISL_442625|2020-04-05|1,hCoV-19/England/BRIS-12321F/2020|EPI_ISL_442625|2020-04-05|1,2020-04-05
hCoV-19/England/BRIS-12A236/2020|EPI_ISL_458395|2020-04-16|1,hCoV-19/England/BRIS-12A236/2020|EPI_ISL_458395|2020-04-16|1,2020-04-16
hCoV-19/Australia/WA281/2020|EPI_ISL_596824|2020-03-17|8,hCoV-19/Australia/WA281/2020|EPI_ISL_596824|2020-03-17|8,2020-03-17
hCoV-19/Germany/DE-SH-ChVir3185/2020|EPI_ISL_729536|2020-03-21|1,hCoV-19/Germany/DE-SH-ChVir3185/2020|EPI_ISL_729536|2020-03-21|1,2020-03-21
hCoV-19/Switzerland/BL-UHB-42195605/2020|EPI_ISL_528179|2020-03-17|1,hCoV-19/Switzerland/BL-UHB-42195605/2020|EPI_ISL_528179|2020-03-17|1,2020-03-17
hCoV-19/USA/WA-QDX-2376/2020|EPI_ISL_604737|2020-03-16|4,hCoV-19/USA/WA-QDX-2376/2020|EPI_ISL_604737|2020-03-16|4,2020-03-16
hCoV-19/Netherlands/NA_145/2020|EPI_ISL_422685|2020-03-19|1,hCoV-19/Netherlands/NA_145/2020|EPI_ISL_422685|2020-03-19|1,2020-03-19
hCoV-19/England/NORT-2813A2/2020|EPI_ISL_488806|2020-03-12|9,hCoV-19/England/NORT-2813A2/2020|EPI_ISL_488806|2020-03-12|9,2020-03-12
hCoV-19/England/OXON-B3D50/2020|EPI_ISL_534910|2020-03-23|1,hCoV-19/England/OXON-B3D50/2020|EPI_ISL_534910|2020-03-23|1,2020-03-23
hCoV-19/USA/NY-PV08135/2020|EPI_ISL_421357|2020-03-17|1,hCoV-19/USA/NY-PV08135/2020|EPI_ISL_421357|2020-03-17|1,2020-03-17
hCoV-19/USA/NY-PV08137/2020|EPI_ISL_421359|2020-03-17|1,hCoV-19/USA/NY-PV08137/2020|EPI_ISL_421359|2020-03-17|1,2020-03-17
hCoV-19/England/ALDP-9ED792/2020|EPI_ISL_580635|2020-05-09|1,hCoV-19/England/ALDP-9ED792/2020|EPI_ISL_580635|2020-05-09|1,2020-05-09
hCoV-19/England/CAMB-761E4/2020|EPI_ISL_438411|2020-03-30|1,hCoV-19/England/CAMB-761E4/2020|EPI_ISL_438411|2020-03-30|1,2020-03-30
hCoV-19/Norway/CS-24/2020|EPI_ISL_666604|2020-04-06|1,hCoV-19/Norway/CS-24/2020|EPI_ISL_666604|2020-04-06|1,2020-04-06
hCoV-19/England/NORT-2896CF/2020|EPI_ISL_458649|2020-03-31|1,hCoV-19/England/NORT-2896CF/2020|EPI_ISL_458649|2020-03-31|1,2020-03-31
hCoV-19/Malaysia/3605/2020|EPI_ISL_501206|2020-03-31|1,hCoV-19/Malaysia/3605/2020|EPI_ISL_501206|2020-03-31|1,2020-03-31
hCoV-19/Vietnam/VNHN_01097/2020|EPI_ISL_435317|2020-03-18|1,hCoV-19/Vietnam/VNHN_01097/2020|EPI_ISL_435317|2020-03-18|1,2020-03-18
hCoV-19/Australia/WA107/2020|EPI_ISL_512760|2020-03-17|1,hCoV-19/Australia/WA107/2020|EPI_ISL_512760|2020-03-17|1,2020-03-17
hCoV-19/England/HECH-2599CEF/2020|EPI_ISL_482081|2020-05-04|1,hCoV-19/England/HECH-2599CEF/2020|EPI_ISL_482081|2020-05-04|1,2020-05-04
hCoV-19/England/OXON-ACDB4/2020|EPI_ISL_448538|2020-04-04|1,hCoV-19/England/OXON-ACDB4/2020|EPI_ISL_448538|2020-04-04|1,2020-04-04
hCoV-19/Wales/PHWC-2AE42/2020|EPI_ISL_432269|2020-04-07|1,hCoV-19/Wales/PHWC-2AE42/2020|EPI_ISL_432269|2020-04-07|1,2020-04-07
hCoV-19/Wales/PHWC-2F35D/2020|EPI_ISL_446237|2020-04-06|1,hCoV-19/Wales/PHWC-2F35D/2020|EPI_ISL_446237|2020-04-06|1,2020-04-06
hCoV-19/Wales/PHWC-2ED41/2020|EPI_ISL_446146|2020-04-06|1,hCoV-19/Wales/PHWC-2ED41/2020|EPI_ISL_446146|2020-04-06|1,2020-04-06
hCoV-19/Wales/PHWC-15D319/2020|EPI_ISL_472701|2020-04-06|1,hCoV-19/Wales/PHWC-15D319/2020|EPI_ISL_472701|2020-04-06|1,2020-04-06
hCoV-19/Jordan/SR-057/2020|EPI_ISL_430015|2020-03-24|1,hCoV-19/Jordan/SR-057/2020|EPI_ISL_430015|2020-03-24|1,2020-03-24
hCoV-19/England/LOND-126131E/2020|EPI_ISL_524625|2020-04-02|1,hCoV-19/England/LOND-126131E/2020|EPI_ISL_524625|2020-04-02|1,2020-04-02
hCoV-19/USA/MI-QDX-274/2020|EPI_ISL_571036|2020-03-17|4,hCoV-19/USA/MI-QDX-274/2020|EPI_ISL_571036|2020-03-17|4,2020-03-17
hCoV-19/Greece/134/2020|EPI_ISL_434475|2020-03-10|1,hCoV-19/Greece/134/2020|EPI_ISL_434475|2020-03-10|1,2020-03-10
hCoV-19/NewZealand/20VR0901/2020|EPI_ISL_456169|2020-03-20|1,hCoV-19/NewZealand/20VR0901/2020|EPI_ISL_456169|2020-03-20|1,2020-03-20
hCoV-19/Jordan/SR-037/2020|EPI_ISL_429997|2020-03-16|3,hCoV-19/Jordan/SR-037/2020|EPI_ISL_429997|2020-03-16|3,2020-03-16
hCoV-19/Australia/QLD1182/2020|EPI_ISL_639773|2020-03-26|1,hCoV-19/Australia/QLD1182/2020|EPI_ISL_639773|2020-03-26|1,2020-03-26
hCoV-19/Canada/NB-223/2020|EPI_ISL_479639|2020-03-26|1,hCoV-19/Canada/NB-223/2020|EPI_ISL_479639|2020-03-26|1,2020-03-26
hCoV-19/England/GSTT-265E30E/2020|EPI_ISL_484185|2020-03-13|1,hCoV-19/England/GSTT-265E30E/2020|EPI_ISL_484185|2020-03-13|1,2020-03-13
hCoV-19/Ireland/MN-NVRL-20Z06212/2020|EPI_ISL_671396|2020-04-16|1,hCoV-19/Ireland/MN-NVRL-20Z06212/2020|EPI_ISL_671396|2020-04-16|1,2020-04-16
hCoV-19/Ireland/D-NVRL-20G35446/2020|EPI_ISL_605798|2020-03-20|1,hCoV-19/Ireland/D-NVRL-20G35446/2020|EPI_ISL_605798|2020-03-20|1,2020-03-20
hCoV-19/Spain/NC-IBV-001383/2020|EPI_ISL_452518|2020-03-15|1,hCoV-19/Spain/NC-IBV-001383/2020|EPI_ISL_452518|2020-03-15|1,2020-03-15
hCoV-19/Scotland/EDB2896/2020|EPI_ISL_488973|2020-04-01|1,hCoV-19/Scotland/EDB2896/2020|EPI_ISL_488973|2020-04-01|1,2020-04-01
hCoV-19/Scotland/EDB6305/2020|EPI_ISL_487962|2020-04-04|1,hCoV-19/Scotland/EDB6305/2020|EPI_ISL_487962|2020-04-04|1,2020-04-04
hCoV-19/Canada/QC-LSPQ-L00221945/2020|EPI_ISL_535812|2020-03-16|1,hCoV-19/Canada/QC-LSPQ-L00221945/2020|EPI_ISL_535812|2020-03-16|1,2020-03-16
hCoV-19/Canada/QC-LSPQ-L00224868/2020|EPI_ISL_535826|2020-03-17|1,hCoV-19/Canada/QC-LSPQ-L00224868/2020|EPI_ISL_535826|2020-03-17|1,2020-03-17
hCoV-19/Scotland/EDB6267/2020|EPI_ISL_487875|2020-04-07|1,hCoV-19/Scotland/EDB6267/2020|EPI_ISL_487875|2020-04-07|1,2020-04-07
hCoV-19/Scotland/EDB6313/2020|EPI_ISL_487713|2020-04-16|1,hCoV-19/Scotland/EDB6313/2020|EPI_ISL_487713|2020-04-16|1,2020-04-16
hCoV-19/Scotland/EDB5475/2020|EPI_ISL_461749|2020-04-25|1,hCoV-19/Scotland/EDB5475/2020|EPI_ISL_461749|2020-04-25|1,2020-04-25
hCoV-19/Scotland/EDB4717/2020|EPI_ISL_487884|2020-04-27|1,hCoV-19/Scotland/EDB4717/2020|EPI_ISL_487884|2020-04-27|1,2020-04-27
hCoV-19/Scotland/EDB4731/2020|EPI_ISL_487735|2020-04-27|1,hCoV-19/Scotland/EDB4731/2020|EPI_ISL_487735|2020-04-27|1,2020-04-27
hCoV-19/England/LIVE-A6A0E/2020|EPI_ISL_499764|2020-03-15|1,hCoV-19/England/LIVE-A6A0E/2020|EPI_ISL_499764|2020-03-15|1,2020-03-15
hCoV-19/England/SHEF-C43D2/2020|EPI_ISL_453709|2020-04-20|1,hCoV-19/England/SHEF-C43D2/2020|EPI_ISL_453709|2020-04-20|1,2020-04-20
hCoV-19/England/SHEF-C0585/2020|EPI_ISL_420247|2020-03-25|1,hCoV-19/England/SHEF-C0585/2020|EPI_ISL_420247|2020-03-25|1,2020-03-25
hCoV-19/England/SHEF-C6FDC/2020|EPI_ISL_499339|2020-04-07|1,hCoV-19/England/SHEF-C6FDC/2020|EPI_ISL_499339|2020-04-07|1,2020-04-07
hCoV-19/England/202822170/2020|EPI_ISL_490227|2020-05-30|1,hCoV-19/England/202822170/2020|EPI_ISL_490227|2020-05-30|1,2020-05-30
hCoV-19/England/LOND-D9923/2020|EPI_ISL_576985|2020-06-22|1,hCoV-19/England/LOND-D9923/2020|EPI_ISL_576985|2020-06-22|1,2020-06-22
hCoV-19/England/CAMC-94C2BE/2020|EPI_ISL_556686|2020-07-14|1,hCoV-19/England/CAMC-94C2BE/2020|EPI_ISL_556686|2020-07-14|1,2020-07-14
hCoV-19/England/MILK-80C2F7/2020|EPI_ISL_557346|2020-07-15|1,hCoV-19/England/MILK-80C2F7/2020|EPI_ISL_557346|2020-07-15|1,2020-07-15
hCoV-19/England/ALDP-507435/2020|EPI_ISL_559281|2020-06-24|1,hCoV-19/England/ALDP-507435/2020|EPI_ISL_559281|2020-06-24|1,2020-06-24
hCoV-19/England/ALDP-5C664B/2020|EPI_ISL_558529|2020-06-24|1,hCoV-19/England/ALDP-5C664B/2020|EPI_ISL_558529|2020-06-24|1,2020-06-24
hCoV-19/England/ALDP-95CA59/2020|EPI_ISL_553612|2020-06-15|4,hCoV-19/England/ALDP-95CA59/2020|EPI_ISL_553612|2020-06-15|4,2020-06-15
hCoV-19/England/ALDP-5D69D6/2020|EPI_ISL_558492|2020-06-18|2,hCoV-19/England/ALDP-5D69D6/2020|EPI_ISL_558492|2020-06-18|2,2020-06-18
hCoV-19/England/ALDP-94F34F/2020|EPI_ISL_556018|2020-06-24|1,hCoV-19/England/ALDP-94F34F/2020|EPI_ISL_556018|2020-06-24|1,2020-06-24
hCoV-19/England/ALDP-5BDE7C/2020|EPI_ISL_558672|2020-06-17|2,hCoV-19/England/ALDP-5BDE7C/2020|EPI_ISL_558672|2020-06-17|2,2020-06-17
hCoV-19/England/202822183/2020|EPI_ISL_490239|2020-06-15|1,hCoV-19/England/202822183/2020|EPI_ISL_490239|2020-06-15|1,2020-06-15
hCoV-19/England/ALDP-95CF87/2020|EPI_ISL_555093|2020-06-15|2,hCoV-19/England/ALDP-95CF87/2020|EPI_ISL_555093|2020-06-15|2,2020-06-15
hCoV-19/England/202822176/2020|EPI_ISL_490233|2020-06-11|9,hCoV-19/England/202822176/2020|EPI_ISL_490233|2020-06-11|9,2020-06-11
hCoV-19/England/202822188/2020|EPI_ISL_490244|2020-06-14|1,hCoV-19/England/202822188/2020|EPI_ISL_490244|2020-06-14|1,2020-06-14
hCoV-19/England/202822171/2020|EPI_ISL_490228|2020-05-30|2,hCoV-19/England/202822171/2020|EPI_ISL_490228|2020-05-30|2,2020-05-30
hCoV-19/England/202822175/2020|EPI_ISL_490232|2020-06-14|1,hCoV-19/England/202822175/2020|EPI_ISL_490232|2020-06-14|1,2020-06-14
hCoV-19/England/202822180/2020|EPI_ISL_490236|2020-06-14|1,hCoV-19/England/202822180/2020|EPI_ISL_490236|2020-06-14|1,2020-06-14
hCoV-19/England/202822185/2020|EPI_ISL_490241|2020-06-20|1,hCoV-19/England/202822185/2020|EPI_ISL_490241|2020-06-20|1,2020-06-20
hCoV-19/England/202822189/2020|EPI_ISL_490245|2020-06-16|1,hCoV-19/England/202822189/2020|EPI_ISL_490245|2020-06-16|1,2020-06-16
hCoV-19/England/202822203/2020|EPI_ISL_490254|2020-06-18|1,hCoV-19/England/202822203/2020|EPI_ISL_490254|2020-06-18|1,2020-06-18
hCoV-19/Australia/ACT0034/2020|EPI_ISL_498501|2020-03-24|1,hCoV-19/Australia/ACT0034/2020|EPI_ISL_498501|2020-03-24|1,2020-03-24
hCoV-19/Scotland/EDB5643/2020|EPI_ISL_487673|2020-03-25|1,hCoV-19/Scotland/EDB5643/2020|EPI_ISL_487673|2020-03-25|1,2020-03-25
hCoV-19/England/LEED-2A875E/2020|EPI_ISL_539078|2020-03-24|1,hCoV-19/England/LEED-2A875E/2020|EPI_ISL_539078|2020-03-24|1,2020-03-24
hCoV-19/England/LEED-2A86CA/2020|EPI_ISL_539087|2020-03-22|2,hCoV-19/England/LEED-2A86CA/2020|EPI_ISL_539087|2020-03-22|2,2020-03-22
hCoV-19/England/OXON-AC561/2020|EPI_ISL_448461|2020-04-07|1,hCoV-19/England/OXON-AC561/2020|EPI_ISL_448461|2020-04-07|1,2020-04-07
hCoV-19/Australia/VIC169/2020|EPI_ISL_419866|2020-03-18|4,hCoV-19/Australia/VIC169/2020|EPI_ISL_419866|2020-03-18|4,2020-03-18
hCoV-19/Australia/VIC492/2020|EPI_ISL_426765|2020-03-23|1,hCoV-19/Australia/VIC492/2020|EPI_ISL_426765|2020-03-23|1,2020-03-23
hCoV-19/England/CAMB-76ABC/2020|EPI_ISL_438309|2020-03-29|1,hCoV-19/England/CAMB-76ABC/2020|EPI_ISL_438309|2020-03-29|1,2020-03-29
hCoV-19/England/OXON-B2726/2020|EPI_ISL_479171|2020-04-20|1,hCoV-19/England/OXON-B2726/2020|EPI_ISL_479171|2020-04-20|1,2020-04-20
hCoV-19/Scotland/GCVR-171564/2020|EPI_ISL_524566|2020-03-27|1,hCoV-19/Scotland/GCVR-171564/2020|EPI_ISL_524566|2020-03-27|1,2020-03-27
hCoV-19/England/WSFT-25C1950/2020|EPI_ISL_495090|2020-04-19|1,hCoV-19/England/WSFT-25C1950/2020|EPI_ISL_495090|2020-04-19|1,2020-04-19
hCoV-19/Scotland/CVR1963/2020|EPI_ISL_477839|2020-04-08|1,hCoV-19/Scotland/CVR1963/2020|EPI_ISL_477839|2020-04-08|1,2020-04-08
hCoV-19/England/BRIS-13021F/2020|EPI_ISL_492669|2020-04-11|1,hCoV-19/England/BRIS-13021F/2020|EPI_ISL_492669|2020-04-11|1,2020-04-11
